COD;CAUSA
V792;Ocupante NE colis out veic NE mot ac n-trans
V793;Ocupante acid NE e n-trans
V794;Condutor colis outr veic NE mot acid trans
V795;Passageiro colis outr veic NE mot acid trans
V796;Ocupante NE colis out veic NE mot acid trans
V798;Ocupante outr acid trans espec
V799;Ocupante acid trans NE
V800;Acid trans s/colis
V801;Colis pedestre ou animal
V802;Colis outr veic a pedal
V803;Colis veic mot de 2 ou 3 rodas
V804;Colis autom caminhon veic trans pesad onibus
V805;Colis veic mot espec
V806;Colis trem veic ferroviario
V807;Colis outr veic n-mot
V808;Colis objeto fixo ou parado
V809;Outr acid transp e NE
V810;Colis veic mot acid n-trans
V811;Colis veic mot acid trans
V812;Colis ou atingido material rodante
V813;Colis outr objeto
V814;Pessoa ao subir ou descer trem veic ferrov
V815;Queda no interior trem veic ferroviario
V816;Queda trem veic ferroviario
V817;Descarrilhamento s/colis antecedente
V818;Outr acid ferroviario espec
V819;Acid ferroviario NE
V820;Colis veic mot acid n-trans
V821;Colis veic mot acid trans
V822;Colis ou atingido material rodante
V823;Colis outr objeto
V824;Pessoa ao subir ou descer bonde
V825;Queda no interior bonde
V826;Queda bonde
V827;Descarrilhamento s/colis antecedente
V828;Outr acid transp espec
V829;Acid trans NE
V830;Condutor acid trans
V831;Passageiro acid trans
V832;Pessoa viajando ext veic acid trans
V833;Ocupante NE acid trans
V834;Pessoa ao subir ou descer veic
V835;Condutor acid n-trans
V836;Passageiro acid n-trans
V837;Pessoa viajando ext veic acid n-trans
V839;Ocupante NE acid n-trans
V840;Condutor acid trans
V841;Passageiro acid trans
V842;Pessoa viajando ext veic acid trans
V843;Ocupante NE acid trans
V844;Pessoa ao subir ou descer veic
V845;Condutor acid n-trans
V846;Passageiro acid n-trans
V847;Pessoa viajando ext veic acid n-trans
V849;Ocupante NE acid n-trans
V850;Condutor acid trans
V851;Passageiro acid trans
V852;Pessoa viajando ext veic acid trans
V853;Ocupante NE acid trans
V854;Pessoa ao subir ou descer veic
V855;Condutor acid n-trans
V856;Passageiro acid n-trans
V857;Pessoa viajando ext veic acid n-trans
V859;Ocupante NE acid n-trans
V860;Condutor acid trans
V861;Passageiro acid trans
V862;Pessoa viajando ext veic acid trans
V863;Ocupante NE acid trans
V864;Pessoa ao subir ou descer veic
V865;Condutor acid n-trans
V866;Passageiro acid n-trans
V867;Pessoa viajando ext veic acid n-trans
V869;Ocupante NE acid n-trans
V870;Colis automovel e veic a motor 2 3 rodas
V871;Colis outr veic mot e veic a motor 2 3 rodas
V872;Colis entre automovel e caminhonete
V873;Colis entre automovel e onibus
V874;Colis entre automovel e veic transp pesado
V875;Colis entre veic transp pesado e onibus
V876;Colis entre trem veic ferroviario e automov
V877;Colis entre outr veic mot esp
V878;Outr acid transp espec veic motor s/colis
V879;Outr acid transp espec envolv veic n-mot
V880;Colis automovel e veic a motor 2 3 rodas
V881;Colis outr veic mot e veic a motor 2 3 rodas
V882;Colis entre automovel e caminhonete
V883;Colis entre automovel e onibus
V884;Colis entre automovel e veic transp pesado
V885;Colis entre veic transp pesado e onibus
V886;Colis entre trem veic ferroviario e automov
V887;Colis entre outr veic mot esp
V888;Outr acid transp espec veic motor s/colis
V889;Outr acid transp espec envolv veic n-mot
V890;Acid veic mot NE n-trans
V891;Acid veic n-mot NE n-trans
V892;Acid trans veic mot NE
V893;Acid trans veic n-mot NE
V899;Acid veic NE
V900;Navio mercante
V901;Navio de passageiros
V902;Barco de pesca
V903;Outr embarcacoes a motor
V904;Barco a vela
V905;Caiaque ou canoa
V906;Bote inflavel
V907;Esqui aquatico
V908;Outr embarcacoes s/motor
V909;Embarcacao NE
V910;Navio mercante
V911;Navio de passageiros
V912;Barco de pesca
V913;Outr embarcacoes a motor
V914;Barco a vela
V915;Caiaque ou canoa
V916;Bote inflavel
V917;Esqui aquatico
V918;Outr embarcacoes s/motor
V919;Embarcacao NE
V920;Navio mercante
V921;Navio de passageiros
V922;Barco de pesca
V923;Outr embarcacoes a motor
V924;Barco a vela
V925;Caiaque ou canoa
V926;Bote inflavel
V927;Esqui aquatico
V928;Outr embarcacoes s/motor
V929;Embarcacao NE
V930;Navio mercante
V931;Navio de passageiros
V932;Barco de pesca
V933;Outr embarcacoes a motor
V934;Barco a vela
V935;Caiaque ou canoa
V936;Bote inflavel
V937;Esqui aquatico
V938;Outr embarcacoes s/motor
V939;Embarcacao NE
V940;Navio mercante
V941;Navio de passageiros
V942;Barco de pesca
V943;Outr embarcacoes a motor
V944;Barco a vela
V945;Caiaque ou canoa
V946;Bote inflavel
V947;Esqui aquatico
V948;Outr embarcacoes s/motor
V949;Embarcacao NE
V950;Acid de helicoptero causando traum a ocup
V951;Acid planador mot ultraleve caus traum ocup
V952;Acid out aeron asa fix part caus traum ocup
V953;Acid aeron asa fixa comerc caus traum ocup
V954;Acid de nave espacial causando traum a ocup
V958;Outr acid de aeronaves causando traum a ocup
V959;Acid de aeronave NE causando traum a ocup
V960;Acid de balao causando traum a ocup
V961;Acid de asa delta causando traum a ocup
V962;Acid de planador causando traum a ocup
V968;Outr acid aeronaves n-mot caus traum a ocup
V969;Acid NE aeronave n-mot caus traum a ocup
V970;Ocup aeron traum out acid transp aereo espec
V971;Pessoa traum embarcar desembarcar aeronave
V972;Paraquedista traum acid transp aereo
V973;Pessoa em terra traum acid transp aereo
V978;Outr acid transp aereo NCOP
V98;Outr acid transp espec
V99;Acid transp NE
W000;Residencia
W001;Habitacao coletiva
W002;Escolas outr instit areas admin publica
W003;Area p/a pratica de esportes e atletismo
W004;Rua e estrada
W005;Areas de comercio e de servicos
W006;Areas industriais e em construcao
W007;Fazenda
W008;Outr locais espec
W009;Local NE
W010;Residencia
W011;Habitacao coletiva
W012;Escolas outr instit areas admin publica
W013;Area p/a pratica de esportes e atletismo
W014;Rua e estrada
W015;Areas de comercio e de servicos
W016;Areas industriais e em construcao
W017;Fazenda
W018;Outr locais espec
W019;Local NE
W020;Residencia
W021;Habitacao coletiva
W022;Escolas outr instit areas admin publica
W023;Area p/a pratica de esportes e atletismo
W024;Rua e estrada
W025;Areas de comercio e de servicos
W026;Areas industriais e em construcao
W027;Fazenda
W028;Outr locais espec
W029;Local NE
W030;Residencia
W031;Habitacao coletiva
W032;Escolas outr instit areas admin publica
W033;Area p/a pratica de esportes e atletismo
W034;Rua e estrada
W035;Areas de comercio e de servicos
W036;Areas industriais e em construcao
W037;Fazenda
W038;Outr locais espec
W039;Local NE
W040;Residencia
W041;Habitacao coletiva
W042;Escolas outr instit areas admin publica
W043;Area p/a pratica de esportes e atletismo
W044;Rua e estrada
W045;Areas de comercio e de servicos
W046;Areas industriais e em construcao
W047;Fazenda
W048;Outr locais espec
W049;Local NE
W050;Residencia
W051;Habitacao coletiva
W052;Escolas outr instit areas admin publica
W053;Area p/a pratica de esportes e atletismo
W054;Rua e estrada
W055;Areas de comercio e de servicos
W056;Areas industriais e em construcao
W057;Fazenda
W058;Outr locais espec
W059;Local NE
W060;Residencia
W061;Habitacao coletiva
W062;Escolas outr instit areas admin publica
W063;Area p/a pratica de esportes e atletismo
W064;Rua e estrada
W065;Areas de comercio e de servicos
W066;Areas industriais e em construcao
W067;Fazenda
W068;Outr locais espec
W069;Local NE
W070;Residencia
W071;Habitacao coletiva
W072;Escolas outr instit areas admin publica
W073;Area p/a pratica de esportes e atletismo
W074;Rua e estrada
W075;Areas de comercio e de servicos
W076;Areas industriais e em construcao
W077;Fazenda
W078;Outr locais espec
W079;Local NE
W080;Residencia
W081;Habitacao coletiva
W082;Escolas outr instit areas admin publica
W083;Area p/a pratica de esportes e atletismo
W084;Rua e estrada
W085;Areas de comercio e de servicos
W086;Areas industriais e em construcao
W087;Fazenda
W088;Outr locais espec
W089;Local NE
W090;Residencia
W091;Habitacao coletiva
W092;Escolas outr instit areas admin publica
W093;Area p/a pratica de esportes e atletismo
W094;Rua e estrada
W095;Areas de comercio e de servicos
W096;Areas industriais e em construcao
W097;Fazenda
W098;Outr locais espec
W099;Local NE
W100;Residencia
W101;Habitacao coletiva
W102;Escolas outr instit areas admin publica
W103;Area p/a pratica de esportes e atletismo
W104;Rua e estrada
W105;Areas de comercio e de servicos
W106;Areas industriais e em construcao
W107;Fazenda
W108;Outr locais espec
W109;Local NE
W110;Residencia
W111;Habitacao coletiva
W112;Escolas outr instit areas admin publica
W113;Area p/a pratica de esportes e atletismo
W114;Rua e estrada
W115;Areas de comercio e de servicos
W116;Areas industriais e em construcao
W117;Fazenda
W118;Outr locais espec
W119;Local NE
W120;Residencia
W121;Habitacao coletiva
W122;Escolas outr instit areas admin publica
W123;Area p/a pratica de esportes e atletismo
W124;Rua e estrada
W125;Areas de comercio e de servicos
W126;Areas industriais e em construcao
W127;Fazenda
W128;Outr locais espec
W129;Local NE
W130;Residencia
W131;Habitacao coletiva
W132;Escolas outr instit areas admin publica
W133;Area p/a pratica de esportes e atletismo
W134;Rua e estrada
W135;Areas de comercio e de servicos
W136;Areas industriais e em construcao
W137;Fazenda
W138;Outr locais espec
W139;Local NE
W140;Residencia
W141;Habitacao coletiva
W142;Escolas outr instit areas admin publica
W143;Area p/a pratica de esportes e atletismo
W144;Rua e estrada
W145;Areas de comercio e de servicos
W146;Areas industriais e em construcao
W147;Fazenda
W148;Outr locais espec
W149;Local NE
W150;Residencia
W151;Habitacao coletiva
W152;Escolas outr instit areas admin publica
W153;Area p/a pratica de esportes e atletismo
W154;Rua e estrada
W155;Areas de comercio e de servicos
W156;Areas industriais e em construcao
W157;Fazenda
W158;Outr locais espec
W159;Local NE
W160;Residencia
W161;Habitacao coletiva
W162;Escolas outr instit areas admin publica
W163;Area p/a pratica de esportes e atletismo
W164;Rua e estrada
W165;Areas de comercio e de servicos
W166;Areas industriais e em construcao
W167;Fazenda
W168;Outr locais espec
W169;Local NE
W170;Residencia
W171;Habitacao coletiva
W172;Escolas outr instit areas admin publica
W173;Area p/a pratica de esportes e atletismo
W174;Rua e estrada
W175;Areas de comercio e de servicos
W176;Areas industriais e em construcao
W177;Fazenda
W178;Outr locais espec
W179;Local NE
W180;Residencia
W181;Habitacao coletiva
W182;Escolas outr instit areas admin publica
W183;Area p/a pratica de esportes e atletismo
W184;Rua e estrada
W185;Areas de comercio e de servicos
W186;Areas industriais e em construcao
W187;Fazenda
W188;Outr locais espec
W189;Local NE
W190;Residencia
W191;Habitacao coletiva
W192;Escolas outr instit areas admin publica
W193;Area p/a pratica de esportes e atletismo
W194;Rua e estrada
W195;Areas de comercio e de servicos
W196;Areas industriais e em construcao
W197;Fazenda
W198;Outr locais espec
W199;Local NE
W200;Residencia
W201;Habitacao coletiva
W202;Escolas outr instit areas admin publica
W203;Area p/a pratica de esportes e atletismo
W204;Rua e estrada
W205;Areas de comercio e de servicos
W206;Areas industriais e em construcao
W207;Fazenda
W208;Outr locais espec
W209;Local NE
W210;Residencia
W211;Habitacao coletiva
W212;Escolas outr instit areas admin publica
W213;Area p/a pratica de esportes e atletismo
W214;Rua e estrada
W215;Areas de comercio e de servicos
W216;Areas industriais e em construcao
W217;Fazenda
W218;Outr locais espec
W219;Local NE
W220;Residencia
W221;Habitacao coletiva
W222;Escolas outr instit areas admin publica
W223;Area p/a pratica de esportes e atletismo
W224;Rua e estrada
W225;Areas de comercio e de servicos
W226;Areas industriais e em construcao
W227;Fazenda
W228;Outr locais espec
W229;Local NE
W230;Residencia
W231;Habitacao coletiva
W232;Escolas outr instit areas admin publica
W233;Area p/a pratica de esportes e atletismo
W234;Rua e estrada
W235;Areas de comercio e de servicos
W236;Areas industriais e em construcao
W237;Fazenda
W238;Outr locais espec
W239;Local NE
W240;Residencia
W241;Habitacao coletiva
W242;Escolas outr instit areas admin publica
W243;Area p/a pratica de esportes e atletismo
W244;Rua e estrada
W245;Areas de comercio e de servicos
W246;Areas industriais e em construcao
W247;Fazenda
W248;Outr locais espec
W249;Local NE
W250;Residencia
W251;Habitacao coletiva
W252;Escolas outr instit areas admin publica
W253;Area p/a pratica de esportes e atletismo
W254;Rua e estrada
W255;Areas de comercio e de servicos
W256;Areas industriais e em construcao
W257;Fazenda
W258;Outr locais espec
W259;Local NE
W260;Residencia
W261;Habitacao coletiva
W262;Escolas outr instit areas admin publica
W263;Area p/a pratica de esportes e atletismo
W264;Rua e estrada
W265;Areas de comercio e de servicos
W266;Areas industriais e em construcao
W267;Fazenda
W268;Outr locais espec
W269;Local NE
W270;Residencia
W271;Habitacao coletiva
W272;Escolas outr instit areas admin publica
W273;Area p/a pratica de esportes e atletismo
W274;Rua e estrada
W275;Areas de comercio e de servicos
W276;Areas industriais e em construcao
W277;Fazenda
W278;Outr locais espec
W279;Local NE
W280;Residencia
W281;Habitacao coletiva
W282;Escolas outr instit areas admin publica
W283;Area p/a pratica de esportes e atletismo
W284;Rua e estrada
W285;Areas de comercio e de servicos
W286;Areas industriais e em construcao
W287;Fazenda
W288;Outr locais espec
W289;Local NE
W290;Residencia
W291;Habitacao coletiva
W292;Escolas outr instit areas admin publica
W293;Area p/a pratica de esportes e atletismo
W294;Rua e estrada
W295;Areas de comercio e de servicos
W296;Areas industriais e em construcao
W297;Fazenda
W298;Outr locais espec
W299;Local NE
W300;Residencia
W301;Habitacao coletiva
W302;Escolas outr instit areas admin publica
W303;Area p/a pratica de esportes e atletismo
W304;Rua e estrada
W305;Areas de comercio e de servicos
W306;Areas industriais e em construcao
W307;Fazenda
W308;Outr locais espec
W309;Local NE
W310;Residencia
W311;Habitacao coletiva
W312;Escolas outr instit areas admin publica
W313;Area p/a pratica de esportes e atletismo
W314;Rua e estrada
W315;Areas de comercio e de servicos
W316;Areas industriais e em construcao
W317;Fazenda
W318;Outr locais espec
W319;Local NE
W320;Residencia
W321;Habitacao coletiva
W322;Escolas outr instit areas admin publica
W323;Area p/a pratica de esportes e atletismo
W324;Rua e estrada
W325;Areas de comercio e de servicos
W326;Areas industriais e em construcao
W327;Fazenda
W328;Outr locais espec
W329;Local NE
W330;Residencia
W331;Habitacao coletiva
W332;Escolas outr instit areas admin publica
W333;Area p/a pratica de esportes e atletismo
W334;Rua e estrada
W335;Areas de comercio e de servicos
W336;Areas industriais e em construcao
W337;Fazenda
W338;Outr locais espec
W339;Local NE
W340;Residencia
W341;Habitacao coletiva
W342;Escolas outr instit areas admin publica
W343;Area p/a pratica de esportes e atletismo
W344;Rua e estrada
W345;Areas de comercio e de servicos
W346;Areas industriais e em construcao
W347;Fazenda
W348;Outr locais espec
W349;Local NE
W350;Residencia
W351;Habitacao coletiva
W352;Escolas outr instit areas admin publica
W353;Area p/a pratica de esportes e atletismo
W354;Rua e estrada
W355;Areas de comercio e de servicos
W356;Areas industriais e em construcao
W357;Fazenda
W358;Outr locais espec
W359;Local NE
W360;Residencia
W361;Habitacao coletiva
W362;Escolas outr instit areas admin publica
W363;Area p/a pratica de esportes e atletismo
W364;Rua e estrada
W365;Areas de comercio e de servicos
W366;Areas industriais e em construcao
W367;Fazenda
W368;Outr locais espec
W369;Local NE
W370;Residencia
W371;Habitacao coletiva
W372;Escolas outr instit areas admin publica
W373;Area p/a pratica de esportes e atletismo
W374;Rua e estrada
W375;Areas de comercio e de servicos
W376;Areas industriais e em construcao
W377;Fazenda
W378;Outr locais espec
W379;Local NE
W380;Residencia
W381;Habitacao coletiva
W382;Escolas outr instit areas admin publica
W383;Area p/a pratica de esportes e atletismo
W384;Rua e estrada
W385;Areas de comercio e de servicos
W386;Areas industriais e em construcao
W387;Fazenda
W388;Outr locais espec
W389;Local NE
W390;Residencia
W391;Habitacao coletiva
W392;Escolas outr instit areas admin publica
W393;Area p/a pratica de esportes e atletismo
W394;Rua e estrada
W395;Areas de comercio e de servicos
W396;Areas industriais e em construcao
W397;Fazenda
W398;Outr locais espec
W399;Local NE
W400;Residencia
W401;Habitacao coletiva
W402;Escolas outr instit areas admin publica
W403;Area p/a pratica de esportes e atletismo
W404;Rua e estrada
W405;Areas de comercio e de servicos
W406;Areas industriais e em construcao
W407;Fazenda
W408;Outr locais espec
W409;Local NE
W410;Residencia
W411;Habitacao coletiva
W412;Escolas outr instit areas admin publica
W413;Area p/a pratica de esportes e atletismo
W414;Rua e estrada
W415;Areas de comercio e de servicos
W416;Areas industriais e em construcao
W417;Fazenda
W418;Outr locais espec
W419;Local NE
W420;Residencia
W421;Habitacao coletiva
W422;Escolas outr instit areas admin publica
W423;Area p/a pratica de esportes e atletismo
W424;Rua e estrada
W425;Areas de comercio e de servicos
W426;Areas industriais e em construcao
W427;Fazenda
W428;Outr locais espec
W429;Local NE
W430;Residencia
W431;Habitacao coletiva
W432;Escolas outr instit areas admin publica
W433;Area p/a pratica de esportes e atletismo
W434;Rua e estrada
W435;Areas de comercio e de servicos
W436;Areas industriais e em construcao
W437;Fazenda
W438;Outr locais espec
W439;Local NE
W440;Residencia
W441;Habitacao coletiva
W442;Escolas outr instit areas admin publica
W443;Area p/a pratica de esportes e atletismo
W444;Rua e estrada
W445;Areas de comercio e de servicos
W446;Areas industriais e em construcao
W447;Fazenda
W448;Outr locais espec
W449;Local NE
W450;Residencia
W451;Habitacao coletiva
W452;Escolas outr instit areas admin publica
W453;Area p/a pratica de esportes e atletismo
W454;Rua e estrada
W455;Areas de comercio e de servicos
W456;Areas industriais e em construcao
W457;Fazenda
W458;Outr locais espec
W459;Local NE
W460;Residencia
W461;Habitacao coletiva
W462;Escolas outr instit areas admin publica
W463;Area p/a pratica de esportes e atletismo
W464;Rua e estrada
W465;Areas de comercio e de servicos
W466;Areas industriais e em construcao
W467;Fazenda
W468;Outr locais espec
W469;Local NE
W490;Residencia
W491;Habitacao coletiva
W492;Escolas outr instit areas admin publica
W493;Area p/a pratica de esportes e atletismo
W494;Rua e estrada
W495;Areas de comercio e de servicos
W496;Areas industriais e em construcao
W497;Fazenda
W498;Outr locais espec
W499;Local NE
W500;Residencia
W501;Habitacao coletiva
W502;Escolas outr instit areas admin publica
W503;Area p/a pratica de esportes e atletismo
W504;Rua e estrada
W505;Areas de comercio e de servicos
W506;Areas industriais e em construcao
W507;Fazenda
W508;Outr locais espec
W509;Local NE
W510;Residencia
W511;Habitacao coletiva
W512;Escolas outr instit areas admin publica
W513;Area p/a pratica de esportes e atletismo
W514;Rua e estrada
W515;Areas de comercio e de servicos
W516;Areas industriais e em construcao
W517;Fazenda
W518;Outr locais espec
W519;Local NE
W520;Residencia
W521;Habitacao coletiva
W522;Escolas outr instit areas admin publica
W523;Area p/a pratica de esportes e atletismo
W524;Rua e estrada
W525;Areas de comercio e de servicos
W526;Areas industriais e em construcao
W527;Fazenda
W528;Outr locais espec
W529;Local NE
W530;Residencia
W531;Habitacao coletiva
W532;Escolas outr instit areas admin publica
W533;Area p/a pratica de esportes e atletismo
W534;Rua e estrada
W535;Areas de comercio e de servicos
W536;Areas industriais e em construcao
W537;Fazenda
W538;Outr locais espec
W539;Local NE
W540;Residencia
W541;Habitacao coletiva
W542;Escolas outr instit areas admin publica
W543;Area p/a pratica de esportes e atletismo
W544;Rua e estrada
W545;Areas de comercio e de servicos
W546;Areas industriais e em construcao
W547;Fazenda
W548;Outr locais espec
W549;Local NE
W550;Residencia
W551;Habitacao coletiva
W552;Escolas outr instit areas admin publica
W553;Area p/a pratica de esportes e atletismo
W554;Rua e estrada
W555;Areas de comercio e de servicos
W556;Areas industriais e em construcao
W557;Fazenda
W558;Outr locais espec
W559;Local NE
W560;Residencia
W561;Habitacao coletiva
W562;Escolas outr instit areas admin publica
W563;Area p/a pratica de esportes e atletismo
W564;Rua e estrada
W565;Areas de comercio e de servicos
W566;Areas industriais e em construcao
W567;Fazenda
W568;Outr locais espec
W569;Local NE
W570;Residencia
W571;Habitacao coletiva
W572;Escolas outr instit areas admin publica
W573;Area p/a pratica de esportes e atletismo
W574;Rua e estrada
W575;Areas de comercio e de servicos
W576;Areas industriais e em construcao
W577;Fazenda
W578;Outr locais espec
W579;Local NE
W580;Residencia
W581;Habitacao coletiva
W582;Escolas outr instit areas admin publica
W583;Area p/a pratica de esportes e atletismo
W584;Rua e estrada
W585;Areas de comercio e de servicos
W586;Areas industriais e em construcao
W587;Fazenda
W588;Outr locais espec
W589;Local NE
W590;Residencia
W591;Habitacao coletiva
W592;Escolas outr instit areas admin publica
W593;Area p/a pratica de esportes e atletismo
W594;Rua e estrada
W595;Areas de comercio e de servicos
W596;Areas industriais e em construcao
W597;Fazenda
W598;Outr locais espec
W599;Local NE
W600;Residencia
W601;Habitacao coletiva
W602;Escolas outr instit areas admin publica
W603;Area p/a pratica de esportes e atletismo
W604;Rua e estrada
W605;Areas de comercio e de servicos
W606;Areas industriais e em construcao
W607;Fazenda
W608;Outr locais espec
W609;Local NE
W640;Residencia
W641;Habitacao coletiva
W642;Escolas outr instit areas admin publica
W643;Area p/a pratica de esportes e atletismo
W644;Rua e estrada
W645;Areas de comercio e de servicos
W646;Areas industriais e em construcao
W647;Fazenda
W648;Outr locais espec
W649;Local NE
W650;Residencia
W651;Habitacao coletiva
W652;Escolas outr instit areas admin publica
W653;Area p/a pratica de esportes e atletismo
W654;Rua e estrada
W655;Areas de comercio e de servicos
W656;Areas industriais e em construcao
W657;Fazenda
W658;Outr locais espec
W659;Local NE
W660;Residencia
W661;Habitacao coletiva
W662;Escolas outr instit areas admin publica
W663;Area p/a pratica de esportes e atletismo
W664;Rua e estrada
W665;Areas de comercio e de servicos
W666;Areas industriais e em construcao
W667;Fazenda
W668;Outr locais espec
W669;Local NE
W670;Residencia
W671;Habitacao coletiva
W672;Escolas outr instit areas admin publica
W673;Area p/a pratica de esportes e atletismo
W674;Rua e estrada
W675;Areas de comercio e de servicos
W676;Areas industriais e em construcao
W677;Fazenda
W678;Outr locais espec
W679;Local NE
W680;Residencia
W681;Habitacao coletiva
W682;Escolas outr instit areas admin publica
W683;Area p/a pratica de esportes e atletismo
W684;Rua e estrada
W685;Areas de comercio e de servicos
W686;Areas industriais e em construcao
W687;Fazenda
W688;Outr locais espec
W689;Local NE
W690;Residencia
W691;Habitacao coletiva
W692;Escolas outr instit areas admin publica
W693;Area p/a pratica de esportes e atletismo
W694;Rua e estrada
W695;Areas de comercio e de servicos
W696;Areas industriais e em construcao
W697;Fazenda
W698;Outr locais espec
W699;Local NE
W700;Residencia
W701;Habitacao coletiva
W702;Escolas outr instit areas admin publica
W703;Area p/a pratica de esportes e atletismo
W704;Rua e estrada
W705;Areas de comercio e de servicos
W706;Areas industriais e em construcao
W707;Fazenda
W708;Outr locais espec
W709;Local NE
W730;Residencia
W731;Habitacao coletiva
W732;Escolas outr instit areas admin publica
W733;Area p/a pratica de esportes e atletismo
W734;Rua e estrada
W735;Areas de comercio e de servicos
W736;Areas industriais e em construcao
W737;Fazenda
W738;Outr locais espec
W739;Local NE
W740;Residencia
W741;Habitacao coletiva
W742;Escolas outr instit areas admin publica
W743;Area p/a pratica de esportes e atletismo
W744;Rua e estrada
W745;Areas de comercio e de servicos
W746;Areas industriais e em construcao
W747;Fazenda
W748;Outr locais espec
W749;Local NE
W750;Residencia
W751;Habitacao coletiva
W752;Escolas outr instit areas admin publica
W753;Area p/a pratica de esportes e atletismo
W754;Rua e estrada
W755;Areas de comercio e de servicos
W756;Areas industriais e em construcao
W757;Fazenda
W758;Outr locais espec
W759;Local NE
W760;Residencia
W761;Habitacao coletiva
W762;Escolas outr instit areas admin publica
W763;Area p/a pratica de esportes e atletismo
W764;Rua e estrada
W765;Areas de comercio e de servicos
W766;Areas industriais e em construcao
W767;Fazenda
W768;Outr locais espec
W769;Local NE
W770;Residencia
W771;Habitacao coletiva
W772;Escolas outr instit areas admin publica
W773;Area p/a pratica de esportes e atletismo
W774;Rua e estrada
W775;Areas de comercio e de servicos
W776;Areas industriais e em construcao
W777;Fazenda
W778;Outr locais espec
W779;Local NE
W780;Residencia
W781;Habitacao coletiva
W782;Escolas outr instit areas admin publica
W783;Area p/a pratica de esportes e atletismo
W784;Rua e estrada
W785;Areas de comercio e de servicos
W786;Areas industriais e em construcao
W787;Fazenda
W788;Outr locais espec
W789;Local NE
W790;Residencia
W791;Habitacao coletiva
W792;Escolas outr instit areas admin publica
W793;Area p/a pratica de esportes e atletismo
W794;Rua e estrada
W795;Areas de comercio e de servicos
W796;Areas industriais e em construcao
W797;Fazenda
W798;Outr locais espec
W799;Local NE
W800;Residencia
W801;Habitacao coletiva
W802;Escolas outr instit areas admin publica
W803;Area p/a pratica de esportes e atletismo
W804;Rua e estrada
W805;Areas de comercio e de servicos
W806;Areas industriais e em construcao
W807;Fazenda
W808;Outr locais espec
W809;Local NE
W810;Residencia
W811;Habitacao coletiva
W812;Escolas outr instit areas admin publica
W813;Area p/a pratica de esportes e atletismo
W814;Rua e estrada
W815;Areas de comercio e de servicos
W816;Areas industriais e em construcao
W817;Fazenda
W818;Outr locais espec
W819;Local NE
W830;Residencia
W831;Habitacao coletiva
W832;Escolas outr instit areas admin publica
W833;Area p/a pratica de esportes e atletismo
W834;Rua e estrada
W835;Areas de comercio e de servicos
W836;Areas industriais e em construcao
W837;Fazenda
W838;Outr locais espec
W839;Local NE
W840;Residencia
W841;Habitacao coletiva
W842;Escolas outr instit areas admin publica
W843;Area p/a pratica de esportes e atletismo
W844;Rua e estrada
W845;Areas de comercio e de servicos
W846;Areas industriais e em construcao
W847;Fazenda
W848;Outr locais espec
W849;Local NE
W850;Residencia
W851;Habitacao coletiva
W852;Escolas outr instit areas admin publica
W853;Area p/a pratica de esportes e atletismo
W854;Rua e estrada
W855;Areas de comercio e de servicos
W856;Areas industriais e em construcao
W857;Fazenda
W858;Outr locais espec
W859;Local NE
W860;Residencia
W861;Habitacao coletiva
W862;Escolas outr instit areas admin publica
W863;Area p/a pratica de esportes e atletismo
W864;Rua e estrada
W865;Areas de comercio e de servicos
W866;Areas industriais e em construcao
W867;Fazenda
W868;Outr locais espec
W869;Local NE
W870;Residencia
W871;Habitacao coletiva
W872;Escolas outr instit areas admin publica
W873;Area p/a pratica de esportes e atletismo
W874;Rua e estrada
W875;Areas de comercio e de servicos
W876;Areas industriais e em construcao
W877;Fazenda
W878;Outr locais espec
W879;Local NE
W880;Residencia
W881;Habitacao coletiva
W882;Escolas outr instit areas admin publica
W883;Area p/a pratica de esportes e atletismo
W884;Rua e estrada
W885;Areas de comercio e de servicos
W886;Areas industriais e em construcao
W887;Fazenda
W888;Outr locais espec
W889;Local NE
W890;Residencia
W891;Habitacao coletiva
W892;Escolas outr instit areas admin publica
W893;Area p/a pratica de esportes e atletismo
W894;Rua e estrada
W895;Areas de comercio e de servicos
W896;Areas industriais e em construcao
W897;Fazenda
W898;Outr locais espec
W899;Local NE
W900;Residencia
W901;Habitacao coletiva
W902;Escolas outr instit areas admin publica
W903;Area p/a pratica de esportes e atletismo
W904;Rua e estrada
W905;Areas de comercio e de servicos
W906;Areas industriais e em construcao
W907;Fazenda
W908;Outr locais espec
W909;Local NE
W910;Residencia
W911;Habitacao coletiva
W912;Escolas outr instit areas admin publica
W913;Area p/a pratica de esportes e atletismo
W914;Rua e estrada
W915;Areas de comercio e de servicos
W916;Areas industriais e em construcao
W917;Fazenda
W918;Outr locais espec
W919;Local NE
W920;Residencia
W921;Habitacao coletiva
W922;Escolas outr instit areas admin publica
W923;Area p/a pratica de esportes e atletismo
W924;Rua e estrada
W925;Areas de comercio e de servicos
W926;Areas industriais e em construcao
W927;Fazenda
W928;Outr locais espec
W929;Local NE
W930;Residencia
W931;Habitacao coletiva
W932;Escolas outr instit areas admin publica
W933;Area p/a pratica de esportes e atletismo
W934;Rua e estrada
W935;Areas de comercio e de servicos
W936;Areas industriais e em construcao
W937;Fazenda
W938;Outr locais espec
W939;Local NE
W940;Residencia
W941;Habitacao coletiva
W942;Escolas outr instit areas admin publica
W943;Area p/a pratica de esportes e atletismo
W944;Rua e estrada
W945;Areas de comercio e de servicos
